par,v0,val
rho_KSE/STOXX50E,-4.0294650267072856e-4,0.01861836009148752
rho_MXX/N225,0.07330441708916115,0.44487995876991154
rho_MXX/NSEI,0.017144047711061212,0.48571499093422005
rho_MXX/RUT,0.24946270636843187,0.7095021066364517
rho_MXX/SPX,0.42725457654365395,0.6480360110590349
rho_MXX/SSEC,0.011778376472387518,0.2791828173149803
rho_MXX/SSMI,0.19151408805073383,0.5390061930993371
rho_MXX/STOXX50E,0.2739616429752758,0.5169781155785262
rho_N225/NSEI,0.10200251079580086,0.43301311527850034
rho_N225/RUT,0.04996073607601246,0.4012539679607902
rho_N225/SPX,0.08103948289196497,0.688546269118844
rho_N225/SSEC,0.13365610444043532,0.18327383038235906
rho_N225/SSMI,0.1548602664324387,0.6821795581913727
rho_N225/STOXX50E,0.17296851825623857,0.6538048785076411
rho_NSEI/RUT,0.014474698695249486,0.5845555769397948
rho_NSEI/SPX,0.028825374830932247,0.5141519770467602
rho_NSEI/SSEC,0.05699859839153111,0.45469753561594534
rho_NSEI/SSMI,0.10311326613593232,0.5438910710484895
rho_NSEI/STOXX50E,0.11500090123157772,0.43441525392563
rho_RUT/SPX,0.6268116810576135,0.7174371377779513
rho_RUT/SSEC,0.03435007746088761,0.3245637098609907
rho_RUT/SSMI,0.18035671795558514,0.6328443517841184
rho_RUT/STOXX50E,0.1940026936808359,0.6272113335003068
rho_SPX/SSEC,0.024571807188112593,0.2687135819398406
rho_SPX/SSMI,0.30744858708693523,0.8491578951414894
rho_SPX/STOXX50E,0.35310267981958265,0.8745154536044191
rho_SSEC/SSMI,0.045092629256170906,0.33873689824445147
rho_SSEC/STOXX50E,0.07569890551840582,0.2451279551747953
rho_SSMI/STOXX50E,0.5080977334362757,0.9227809708953022
eta_AEX/AORD,0.060694367529583425,0.09346966379448636
eta_AEX/BFX,0.002928372629837172,0.026628941109027443
eta_AEX/BSESN,0.07477735695730585,-0.02379722124092346
eta_AEX/BVSP,-0.02318741030975296,0.03773220048817907
eta_AEX/DJI,-0.06759064660800396,-0.0037777363953069264
eta_AEX/FCHI,0.006846874545259864,-0.01677772632472189
eta_AEX/FTSE,0.01579839204753003,-0.019930909204454998
eta_AEX/GDAXI,0.006495002516125596,-0.004278101535370317
eta_AEX/HSI,0.02497040153054054,-0.010924021455874849
eta_AEX/IBEX,0.006054120826200607,0.012451787746892378
eta_AEX/IXIC,-0.10512167271257855,-0.031494559855008535
eta_AEX/KS11,0.0206365318643704,-0.030721177776292474
eta_AEX/KSE,-0.03701947731722514,-0.046747264062192824
eta_AEX/MXX,-0.04044296944099738,-0.023810932505975258
eta_AEX/N225,0.07380683067807654,0.08118775838329036
eta_AEX/NSEI,0.060894314112457375,0.018501734462021524
eta_AEX/RUT,-0.09078879865165732,0.026917066750281177
eta_AEX/SPX,-0.08709885486852029,-0.014957241099913593
eta_AEX/SSEC,0.012342891362527765,-0.09632326964970338
eta_AEX/SSMI,-0.013863022055911396,0.029728617147397208
eta_AEX/STOXX50E,0.019755625294513347,0.004476550750335574
eta_AORD/BFX,-0.03725303945044577,-0.0897615199323618
eta_AORD/BSESN,-0.02146783018862394,-0.10376561863452434
eta_AORD/BVSP,-0.030531304213987018,-0.06991598332345048
eta_AORD/DJI,-0.12577315320766433,-0.12241215693425368
eta_AORD/FCHI,-0.051744215585797886,-0.11158309390398242
eta_AORD/FTSE,-0.07538023623847667,-0.13848510019932067
eta_AORD/GDAXI,-0.06621464107295609,-0.08840699783788154
eta_AORD/HSI,-0.132247845004924,-0.10066775396503652
eta_AORD/IBEX,-0.041701424152722356,-0.07394506209657964
eta_AORD/IXIC,-0.09864063704961744,-0.10495650741884302
eta_AORD/KS11,-0.02693382141596017,-0.15956679007185195
eta_AORD/KSE,-0.024264652424978897,-0.04879427473945763
eta_AORD/MXX,-0.08932164473829086,-0.09866225325150467
eta_AORD/N225,-0.004019464924605668,0.0060077340763370285
eta_AORD/NSEI,-0.019746243979010196,-0.09336485694399156
eta_AORD/RUT,-0.1053275800565486,-0.0918295347433489
eta_AORD/SPX,-0.1236381646610463,-0.13375723212116178
eta_AORD/SSEC,-0.0194503825007959,-0.2082883423401547
eta_AORD/SSMI,-0.06446775133941907,-0.0804192568227455
eta_AORD/STOXX50E,-0.07440911680705414,-0.07856960220464712
eta_BFX/BSESN,0.05362877905984439,-0.022426515813459787
eta_BFX/BVSP,-0.02863905951811163,0.03221129826297942
eta_BFX/DJI,-0.06990752043935915,-0.032579309766083316
eta_BFX/FCHI,0.002530608417459878,-0.0444008469305711
eta_BFX/FTSE,0.0077818473879662006,-0.04928571418130601
eta_BFX/GDAXI,0.005440616740908083,-0.027962893236256996
eta_BFX/HSI,0.02055374193942976,0.0024013622966816608
eta_BFX/IBEX,0.011324722079692323,-0.009603010456616535
eta_BFX/IXIC,-0.0951889761785417,-0.04035620165588787
eta_BFX/KS11,0.0233186752315307,-0.039115763809751056
eta_BFX/KSE,-0.026971034122450905,-0.07564120833889225
eta_BFX/MXX,-0.03596315225770413,-0.016075834653349327
eta_BFX/N225,0.0520406533874539,0.06434397589228562
eta_BFX/NSEI,0.043405895850136794,0.028467959882538793
eta_BFX/RUT,-0.08567552578565792,0.020856911479911634
eta_BFX/SPX,-0.08596698283087176,-0.0450980746190613
eta_BFX/SSEC,0.0067247388362666645,-0.13781589635194388
eta_BFX/SSMI,-0.008413873225646844,-0.017614231682082378
eta_BFX/STOXX50E,0.010285028636202861,-0.014012106088761949
eta_BSESN/BVSP,-0.04720901803116011,0.04975064418724708
eta_BSESN/DJI,-0.0852396664087292,0.027865818673122118
eta_BSESN/FCHI,-0.06044524130547202,0.02767024037457803
eta_BSESN/FTSE,-0.04659128053889768,0.005634912975567831
eta_BSESN/GDAXI,-0.06118441374386464,-5.237753589974261e-4
eta_BSESN/HSI,-0.023684799630258477,0.017907866199675753
eta_BSESN/IBEX,-0.05146481469713333,0.030999722792669736
eta_BSESN/IXIC,-0.12354489292231317,0.016149235142376907
eta_BSESN/KS11,-0.012414321251818189,0.0951205761906416
eta_BSESN/KSE,0.009326057676180785,0.09264065693583276
eta_BSESN/MXX,-0.06069564684842184,0.05888834548625044
eta_BSESN/N225,0.001903545255953444,0.1504109430340093
eta_BSESN/NSEI,-0.013449184314586363,-0.04957768910651397
eta_BSESN/RUT,-0.09081970501235181,0.04191011756821166
eta_BSESN/SPX,-0.0974089905045339,0.02256747383633154
eta_BSESN/SSEC,-0.006452634007305454,0.03202563477327224
eta_BSESN/SSMI,-0.070795146674616255,0.024387013583383237
eta_BSESN/STOXX50E,-0.05790005067432171,0.028599367964908345
eta_BVSP/DJI,-0.04470809283726703,-0.01960944527717487
eta_BVSP/FCHI,0.020682450537760265,-0.0535565417971735
eta_BVSP/FTSE,0.023858764558844434,-0.052077630177458784
eta_BVSP/GDAXI,0.016170269555964647,-0.0794613767826153
eta_BVSP/HSI,8.975948613305049e-4,-0.046169240984922255
eta_BVSP/IBEX,0.030209287083585366,-0.022091044015199953
eta_BVSP/IXIC,-0.06985859447698428,-0.01741313169502868
eta_BVSP/KS11,-0.002239426290817338,-0.01645747058890676
eta_BVSP/KSE,-0.031263744603710314,0.06421826754280079
eta_BVSP/MXX,-0.018603050691696817,-0.024582142717445365
eta_BVSP/N225,0.04299885667700352,0.07438011991191863
eta_BVSP/NSEI,0.04028779360793233,-0.07626262418881495
