par,val
rho_BFX/FTSE,0.8818263643394822
rho_BFX/GDAXI,0.9256537781452924
rho_BFX/HSI,0.6264312678455031
rho_BFX/IBEX,0.8953860528450517
rho_BFX/IXIC,0.8075124641736826
rho_BFX/KS11,0.6055569941899528
rho_BFX/KSE,0.11929941865003274
rho_BFX/MXX,0.6214613967179002
rho_BFX/N225,0.6075479170223234
rho_BFX/NSEI,0.4997453787559594
rho_BFX/RUT,0.7511637023219141
rho_BFX/SPX,0.843890437320629
rho_BFX/SSEC,0.3300854220699193
rho_BFX/SSMI,0.9152104358885108
rho_BFX/STOXX50E,0.9208991143226923
rho_BSESN/BVSP,0.5243605535988334
rho_BSESN/DJI,0.5547995255592806
rho_BSESN/FCHI,0.5611189094398688
rho_BSESN/FTSE,0.5739679924779231
rho_BSESN/GDAXI,0.566970676858833
rho_BSESN/HSI,0.5325617004916009
rho_BSESN/IBEX,0.546718859917641
rho_BSESN/IXIC,0.597592851070997
rho_BSESN/KS11,0.5161393694795702
rho_BSESN/KSE,0.16985276449439743
rho_BSESN/MXX,0.49141649351151484
rho_BSESN/N225,0.46323484094636397
rho_BSESN/NSEI,0.8888226080010547
rho_BSESN/RUT,0.5526102553558317
rho_BSESN/SPX,0.5768479909421619
rho_BSESN/SSEC,0.2683683245206668
rho_BSESN/SSMI,0.58623851022216
rho_BSESN/STOXX50E,0.5488806345049965
rho_BVSP/DJI,0.6883208222274115
rho_BVSP/FCHI,0.6660755444486062
rho_BVSP/FTSE,0.660106995017013
rho_BVSP/GDAXI,0.6359035607569707
rho_BVSP/HSI,0.6104385870943869
rho_BVSP/IBEX,0.6606292940905756
rho_BVSP/IXIC,0.7033196854406423
rho_BVSP/KS11,0.5961135596184125
rho_BVSP/KSE,-0.011587714975370913
rho_BVSP/MXX,0.5818826222977916
rho_BVSP/N225,0.5154035992829845
rho_BVSP/NSEI,0.44483294015470276
rho_BVSP/RUT,0.6876701433495255
rho_BVSP/SPX,0.6981807544652998
rho_BVSP/SSEC,0.24888031069415548
rho_BVSP/SSMI,0.6319566336412971
rho_BVSP/STOXX50E,0.6669855710170832
rho_DJI/FCHI,0.8865069312614895
rho_DJI/FTSE,0.8763059552078876
rho_DJI/GDAXI,0.892627173079745
rho_DJI/HSI,0.6551274476476673
rho_DJI/IBEX,0.8367506180775173
rho_DJI/IXIC,0.8911308697727812
rho_DJI/KS11,0.635575007531819
rho_DJI/KSE,0.14333702044982843
rho_DJI/MXX,0.7073876891994529
rho_DJI/N225,0.6973903701930564
rho_DJI/NSEI,0.5020883008600628
rho_DJI/RUT,0.8411019861121529
rho_DJI/SPX,0.9758406289966295
rho_DJI/SSEC,0.3063014685035944
rho_DJI/SSMI,0.8982757455869173
rho_DJI/STOXX50E,0.8925818804618597
rho_FCHI/FTSE,0.9258856989086325
rho_FCHI/GDAXI,0.9836775003880133
rho_FCHI/HSI,0.6333872098023866
rho_FCHI/IBEX,0.9287938418828444
rho_FCHI/IXIC,0.846661018763066
rho_FCHI/KS11,0.6332701968378666
rho_FCHI/KSE,0.11370455782412096
rho_FCHI/MXX,0.6442627459160454
rho_FCHI/N225,0.6472063645384311
rho_FCHI/NSEI,0.48883971686866234
rho_FCHI/RUT,0.7870591965560496
rho_FCHI/SPX,0.880183172218039
rho_FCHI/SSEC,0.34616354669727134
rho_FCHI/SSMI,0.9422217088863905
rho_FCHI/STOXX50E,0.9946449911174469
rho_FTSE/GDAXI,0.9120209989014583
rho_FTSE/HSI,0.5974614673162132
rho_FTSE/IBEX,0.879668694162927
rho_FTSE/IXIC,0.8297037774841141
rho_FTSE/KS11,0.6042471418630821
rho_FTSE/KSE,0.14213313526202773
rho_FTSE/MXX,0.6791810384816932
rho_FTSE/N225,0.6870802045776885
rho_FTSE/NSEI,0.5061373419622636
rho_FTSE/RUT,0.7978991858575205
rho_FTSE/SPX,0.8768287732951072
rho_FTSE/SSEC,0.30382066138286523
rho_FTSE/SSMI,0.896379272904616
rho_FTSE/STOXX50E,0.9619353117341366
rho_GDAXI/HSI,0.6645516556948194
rho_GDAXI/IBEX,0.9071272079368039
rho_GDAXI/IXIC,0.848097496872832
rho_GDAXI/KS11,0.6110432043000338
rho_GDAXI/KSE,0.1202720566508779
rho_GDAXI/MXX,0.6534544630028071
rho_GDAXI/N225,0.6357883568522489
rho_GDAXI/NSEI,0.4912135621524885
rho_GDAXI/RUT,0.7873966068155448
rho_GDAXI/SPX,0.8855216412895354
rho_GDAXI/SSEC,0.3596005587766633
rho_GDAXI/SSMI,0.9095523186434904
rho_GDAXI/STOXX50E,1
rho_HSI/IBEX,0.5790191247628688
rho_HSI/IXIC,0.6685222865349105
rho_HSI/KS11,0.6769876241846112
rho_HSI/KSE,0.08053362512731035
rho_HSI/MXX,0.5786009330800296
rho_HSI/N225,0.5178013410306554
rho_HSI/NSEI,0.46609126470700835
rho_HSI/RUT,0.6084107181049874
rho_HSI/SPX,0.6544504637057177
rho_HSI/SSEC,0.42389400921763193
rho_HSI/SSMI,0.6427385484607436
rho_HSI/STOXX50E,0.6355369717366334
rho_IBEX/IXIC,0.8068141084365482
rho_IBEX/KS11,0.5656132625785045
rho_IBEX/KSE,0.11155836185594657
rho_IBEX/MXX,0.6332448857912859
rho_IBEX/N225,0.6046277883031075
rho_IBEX/NSEI,0.47558967213441744
rho_IBEX/RUT,0.7601629252920118
rho_IBEX/SPX,0.8421068078979459
rho_IBEX/SSEC,0.3054971713660243
rho_IBEX/SSMI,0.8749219557045241
rho_IBEX/STOXX50E,0.9473152193676321
rho_IXIC/KS11,0.6059052972709206
rho_IXIC/KSE,0.17999985850219777
rho_IXIC/MXX,0.6783954031220095
rho_IXIC/N225,0.643417288676953
rho_IXIC/NSEI,0.5159812817581907
rho_IXIC/RUT,0.8820313872511167
rho_IXIC/SPX,0.9371463138623994
rho_IXIC/SSEC,0.33033331331162696
rho_IXIC/SSMI,0.8304952527733787
rho_IXIC/STOXX50E,0.8429146251526332
rho_KS11/KSE,0.07729839045553742
rho_KS11/MXX,0.5681867669396351
rho_KS11/N225,0.5080393654554644
rho_KS11/NSEI,0.41600116533537845
